GEO_ID,NAME,POPULATION
18169,"Wabash County, Indiana",32888
23007,"Franklin County, Maine",30768
29041,"Chariton County, Missouri",7831
39037,"Darke County, Ohio",52959
51103,"Lancaster County, Virginia",11391
48353,"Nolan County, Texas",15216
13105,"Elbert County, Georgia",20166
4009,"Graham County, Arizona",37220
21203,"Rockcastle County, Kentucky",17056
47007,"Bledsoe County, Tennessee",12876
48063,"Camp County, Texas",12401
6029,"Kern County, California",839631
39111,"Monroe County, Ohio",14642
53035,"Kitsap County, Washington",251133
48469,"Victoria County, Texas",86793
36003,"Allegany County, New York",48946
19193,"Woodbury County, Iowa",102172
21037,"Campbell County, Kentucky",90336
19057,"Des Moines County, Iowa",40325
51127,"New Kent County, Virginia",18429
19027,"Carroll County, Iowa",20816
12021,"Collier County, Florida",321520
1087,"Macon County, Alabama",21452
47131,"Obion County, Tennessee",31807
55069,"Lincoln County, Wisconsin",28743
56045,"Weston County, Wyoming",7208
21027,"Breckinridge County, Kentucky",20059
29161,"Phelps County, Missouri",45156
31115,"Loup County, Nebraska",632
32029,"Storey County, Nevada",4010
38063,"Nelson County, North Dakota",3126
21193,"Perry County, Kentucky",28712
21195,"Pike County, Kentucky",65024
40011,"Blaine County, Oklahoma",11943
13229,"Pierce County, Georgia",18758
26025,"Calhoun County, Michigan",136146
8047,"Gilpin County, Colorado",5441
13307,"Webster County, Georgia",2799
47023,"Chester County, Tennessee",17131
39163,"Vinton County, Ohio",13435
27111,"Otter Tail County, Minnesota",57303
6071,"San Bernardino County, California",2035210
40083,"Logan County, Oklahoma",41848
31019,"Buffalo County, Nebraska",46102
17179,"Tazewell County, Illinois",135394
18057,"Hamilton County, Indiana",274569
19115,"Louisa County, Iowa",11387
39171,"Williams County, Ohio",37642
27157,"Wabasha County, Minnesota",21676
6095,"Solano County, California",413344
22051,"Jefferson Parish, Louisiana",432552
13003,"Atkinson County, Georgia",8375
40087,"McClain County, Oklahoma",34506
13055,"Chattooga County, Georgia",26015
17095,"Knox County, Illinois",52919
16087,"Washington County, Idaho",10198
17051,"Fayette County, Illinois",22140
19031,"Cedar County, Iowa",18499
21115,"Johnson County, Kentucky",23356
15003,"Honolulu County, Hawaii",953207
53059,"Skamania County, Washington",11066
54001,"Barbour County, West Virginia",16589
26077,"Kalamazoo County, Michigan",250331
5085,"Lonoke County, Arkansas",68356
13093,"Dooly County, Georgia",14918
48303,"Lubbock County, Texas",278831
47083,"Houston County, Tennessee",8426
30029,"Flathead County, Montana",90928
35041,"Roosevelt County, New Mexico",19846
21083,"Graves County, Kentucky",37121
28115,"Pontotoc County, Mississippi",29957
26155,"Shiawassee County, Michigan",70648
13293,"Upson County, Georgia",27153
34015,"Gloucester County, New Jersey",288288
39059,"Guernsey County, Ohio",40087
17039,"De Witt County, Illinois",16561
54061,"Monongalia County, West Virginia",96189
13287,"Turner County, Georgia",8930
46125,"Turner County, South Dakota",8347
13077,"Coweta County, Georgia",127317
55013,"Burnett County, Wisconsin",15457
45085,"Sumter County, South Carolina",107456
31167,"Stanton County, Nebraska",6129
13221,"Oglethorpe County, Georgia",14899
31017,"Brown County, Nebraska",3145
28039,"George County, Mississippi",22578
28117,"Prentiss County, Mississippi",25276
51021,"Bland County, Virginia",6824
29127,"Marion County, Missouri",28781
21017,"Bourbon County, Kentucky",19985
26013,"Baraga County, Michigan",8860
8121,"Washington County, Colorado",4814
37053,"Currituck County, North Carolina",23547
30043,"Jefferson County, Montana",11406
36005,"Bronx County, New York",1385108
20137,"Norton County, Kansas",5671
22099,"St. Martin Parish, Louisiana",52160
16021,"Boundary County, Idaho",10972
1119,"Sumter County, Alabama",13763
47159,"Smith County, Tennessee",19166
13135,"Gwinnett County, Georgia",805321
34035,"Somerset County, New Jersey",323444
24041,"Talbot County, Maryland",37782
29051,"Cole County, Missouri",75990
37165,"Scotland County, North Carolina",36157
21213,"Simpson County, Kentucky",17327
72054,"Florida Municipio, Puerto Rico",12680
37183,"Wake County, North Carolina",900993
37043,"Clay County, North Carolina",10587
24039,"Somerset County, Maryland",26470
53063,"Spokane County, Washington",471221
29129,"Mercer County, Missouri",3785
30047,"Lake County, Montana",28746
40111,"Okmulgee County, Oklahoma",40069
27047,"Freeborn County, Minnesota",31255
42061,"Huntingdon County, Pennsylvania",45913
72069,"Humacao Municipio, Puerto Rico",58466
46135,"Yankton County, South Dakota",22438
37041,"Chowan County, North Carolina",14793
51019,"Bedford County, Virginia",68676
23025,"Somerset County, Maine",52228
46107,"Potter County, South Dakota",2329
51141,"Patrick County, Virginia",18490
31055,"Douglas County, Nebraska",517110
13107,"Emanuel County, Georgia",22598
38013,"Burke County, North Dakota",1968
26131,"Ontonagon County, Michigan",6780
13111,"Fannin County, Georgia",23682
29001,"Adair County, Missouri",25607
40059,"Harper County, Oklahoma",3685
45035,"Dorchester County, South Carolina",136555
13313,"Whitfield County, Georgia",102599
29019,"Boone County, Missouri",162642
30001,"Beaverhead County, Montana",9246
48091,"Comal County, Texas",108472
40073,"Kingfisher County, Oklahoma",15034
32009,"Esmeralda County, Nevada",783
8053,"Hinsdale County, Colorado",843
29209,"Stone County, Missouri",32202
5053,"Grant County, Arkansas",17853
49021,"Iron County, Utah",46163
48163,"Frio County, Texas",17217
20175,"Seward County, Kansas",22952
39157,"Tuscarawas County, Ohio",92582
48051,"Burleson County, Texas",17187
40143,"Tulsa County, Oklahoma",603403
17133,"Monroe County, Illinois",32957
5083,"Logan County, Arkansas",22353
27167,"Wilkin County, Minnesota",6576
31053,"Dodge County, Nebraska",36691
8085,"Montrose County, Colorado",41276
9007,"Middlesex County, Connecticut",165676
1003,"Baldwin County, Alabama",182265
4017,"Navajo County, Arizona",107449
45079,"Richland County, South Carolina",384504
51187,"Warren County, Virginia",37575
34011,"Cumberland County, New Jersey",156898
8045,"Garfield County, Colorado",56389
48059,"Callahan County, Texas",13544
25017,"Middlesex County, Massachusetts",1503085
28075,"Lauderdale County, Mississippi",80261
1037,"Coosa County, Alabama",11539
20109,"Logan County, Kansas",2756
49047,"Uintah County, Utah",32588
41043,"Linn County, Oregon",116672
55139,"Winnebago County, Wisconsin",166994
5079,"Lincoln County, Arkansas",14134
20017,"Chase County, Kansas",2790
55057,"Juneau County, Wisconsin",26664
2090,"Fairbanks North Star Borough, Alaska",97581
72105,"Naranjito Municipio, Puerto Rico",30402
1063,"Greene County, Alabama",9045
19173,"Taylor County, Iowa",6317
48289,"Leon County, Texas",16801
40015,"Caddo County, Oklahoma",29600
13241,"Rabun County, Georgia",16276
51159,"Richmond County, Virginia",9254
20107,"Linn County, Kansas",9656
55055,"Jefferson County, Wisconsin",83686
48449,"Titus County, Texas",32334
30097,"Sweet Grass County, Montana",3651
37163,"Sampson County, North Carolina",63431
36011,"Cayuga County, New York",80026
30039,"Granite County, Montana",3079
48065,"Carson County, Texas",6182
26033,"Chippewa County, Michigan",38520
48385,"Real County, Texas",3309
55141,"Wood County, Wisconsin",74749
72109,"Patillas Municipio, Puerto Rico",19277
51089,"Henry County, Virginia",54151
22091,"St. Helena Parish, Louisiana",11203
20111,"Lyon County, Kansas",33690
26111,"Midland County, Michigan",83629
42005,"Armstrong County, Pennsylvania",68941
35023,"Hidalgo County, New Mexico",4894
13219,"Oconee County, Georgia",32808
28063,"Jefferson County, Mississippi",7726
22061,"Lincoln Parish, Louisiana",46735
55125,"Vilas County, Wisconsin",21430
2013,"Aleutians East Borough, Alaska",3141
54085,"Ritchie County, West Virginia",10449
38101,"Ward County, North Dakota",61675
37177,"Tyrrell County, North Carolina",4407
40043,"Dewey County, Oklahoma",4810
31025,"Cass County, Nebraska",25241
72141,"Utuado Municipio, Puerto Rico",33149
12097,"Osceola County, Florida",268685
2122,"Kenai Peninsula Borough, Alaska",55400
37055,"Dare County, North Carolina",33920
26133,"Osceola County, Michigan",23528
72103,"Naguabo Municipio, Puerto Rico",26720
48023,"Baylor County, Texas",3726
42023,"Cameron County, Pennsylvania",5085
55081,"Monroe County, Wisconsin",44673
18163,"Vanderburgh County, Indiana",179703
37039,"Cherokee County, North Carolina",27444
47115,"Marion County, Tennessee",28237
13247,"Rockdale County, Georgia",85215
5087,"Madison County, Arkansas",15717
19071,"Fremont County, Iowa",7441
42079,"Luzerne County, Pennsylvania",320918
42089,"Monroe County, Pennsylvania",169842
8057,"Jackson County, Colorado",1394
45015,"Berkeley County, South Carolina",177843
49033,"Rich County, Utah",2264
29023,"Butler County, Missouri",42794
42025,"Carbon County, Pennsylvania",65249
29169,"Pulaski County, Missouri",52274
37105,"Lee County, North Carolina",57866
48147,"Fannin County, Texas",33915
23009,"Hancock County, Maine",54418
39077,"Huron County, Ohio",59626
50019,"Orleans County, Vermont",27231
47129,"Morgan County, Tennessee",21987
42105,"Potter County, Pennsylvania",17457
1121,"Talladega County, Alabama",82291
13035,"Butts County, Georgia",23655
47121,"Meigs County, Tennessee",11753
51750,"Radford city, Virginia",16408
21233,"Webster County, Kentucky",13621
21125,"Laurel County, Kentucky",58849
15001,"Hawaii County, Hawaii",185079
56027,"Niobrara County, Wyoming",2484
42007,"Beaver County, Pennsylvania",170539
33005,"Cheshire County, New Hampshire",77117
28015,"Carroll County, Mississippi",10597
20139,"Osage County, Kansas",16295
39025,"Clermont County, Ohio",197363
39159,"Union County, Ohio",52300
51137,"Orange County, Virginia",33481
46011,"Brookings County, South Dakota",31965
54087,"Roane County, West Virginia",14926
38047,"Logan County, North Dakota",1990
21093,"Hardin County, Kentucky",105543
51027,"Buchanan County, Virginia",24098
47105,"Loudon County, Tennessee",48556
5039,"Dallas County, Arkansas",8116
21237,"Wolfe County, Kentucky",7355
24033,"Prince George's County, Maryland",863420
18041,"Fayette County, Indiana",24277
72067,"Hormigueros Municipio, Puerto Rico",17250
36015,"Chemung County, New York",88830
48061,"Cameron County, Texas",406220
26101,"Manistee County, Michigan",24733
37103,"Jones County, North Carolina",10153
13279,"Toombs County, Georgia",27223
55007,"Bayfield County, Wisconsin",15014
31067,"Gage County, Nebraska",22311
36047,"Kings County, New York",2504700
34041,"Warren County, New Jersey",108692
13277,"Tift County, Georgia",40118
8014,"Broomfield County, Colorado",55889
48135,"Ector County, Texas",137130
19165,"Shelby County, Iowa",12167
30073,"Pondera County, Montana",6153
40007,"Beaver County, Oklahoma",5636
48407,"San Jacinto County, Texas",26384
48171,"Gillespie County, Texas",24837
48343,"Morris County, Texas",12934
47165,"Sumner County, Tennessee",160645
28083,"Leflore County, Mississippi",32317
5077,"Lee County, Arkansas",10424
51770,"Roanoke city, Virginia",97032
13301,"Warren County, Georgia",5834
42115,"Susquehanna County, Pennsylvania",43356
18001,"Adams County, Indiana",34387
19059,"Dickinson County, Iowa",16667
16053,"Jerome County, Idaho",22374
13175,"Laurens County, Georgia",48434
72033,"Cata?o Municipio, Puerto Rico",28140
5021,"Clay County, Arkansas",16083
48195,"Hansford County, Texas",5613
20135,"Ness County, Kansas",3107
32019,"Lyon County, Nevada",51980
36077,"Otsego County, New York",62259
35031,"McKinley County, New Mexico",71492
42039,"Crawford County, Pennsylvania",88765
13155,"Irwin County, Georgia",9538
46003,"Aurora County, South Dakota",2710
28059,"Jackson County, Mississippi",139668
49051,"Wasatch County, Utah",23530
35051,"Sierra County, New Mexico",11988
41003,"Benton County, Oregon",85579
28001,"Adams County, Mississippi",32297
51195,"Wise County, Virginia",41452
35006,"Cibola County, New Mexico",27213
51520,"Bristol city, Virginia",17835
29017,"Bollinger County, Missouri",12363
54101,"Webster County, West Virginia",9154
28019,"Choctaw County, Mississippi",8547
13099,"Early County, Georgia",11008
42101,"Philadelphia County, Pennsylvania",1526006
46041,"Dewey County, South Dakota",5301
28155,"Webster County, Mississippi",10253
16071,"Oneida County, Idaho",4286
36083,"Rensselaer County, New York",159429
21179,"Nelson County, Kentucky",43437
54003,"Berkeley County, West Virginia",104169
49057,"Weber County, Utah",231236
56031,"Platte County, Wyoming",8667
6059,"Orange County, California",3010232
13085,"Dawson County, Georgia",22330
19171,"Tama County, Iowa",17767
48085,"Collin County, Texas",782341
20191,"Sumner County, Kansas",24132
25001,"Barnstable County, Massachusetts",215888
55041,"Forest County, Wisconsin",9304
31119,"Madison County, Nebraska",34876
21073,"Franklin County, Kentucky",49285
48361,"Orange County, Texas",81837
20037,"Crawford County, Kansas",39134
46077,"Kingsbury County, South Dakota",5148
1023,"Choctaw County, Alabama",13859
8019,"Clear Creek County, Colorado",9088
13101,"Echols County, Georgia",4034
8119,"Teller County, Colorado",23350
16013,"Blaine County, Idaho",21376
1089,"Madison County, Alabama",334811
30009,"Carbon County, Montana",10078
19159,"Ringgold County, Iowa",5131
20089,"Jewell County, Kansas",3077
42123,"Warren County, Pennsylvania",41815
12095,"Orange County, Florida",1145956
21009,"Barren County, Kentucky",42173
27035,"Crow Wing County, Minnesota",62500
17069,"Hardin County, Illinois",4320
30059,"Meagher County, Montana",1891
55025,"Dane County, Wisconsin",488073
48077,"Clay County, Texas",10752
48281,"Lampasas County, Texas",19677
26139,"Ottawa County, Michigan",263801
51740,"Portsmouth city, Virginia",95535
53031,"Jefferson County, Washington",29872
26041,"Delta County, Michigan",37069
32027,"Pershing County, Nevada",6753
10003,"New Castle County, Delaware",538479
24015,"Cecil County, Maryland",101108
16041,"Franklin County, Idaho",12786
51149,"Prince George County, Virginia",35725
27145,"Stearns County, Minnesota",150642
6099,"Stanislaus County, California",514453
48495,"Winkler County, Texas",7110
40075,"Kiowa County, Oklahoma",9446
21105,"Hickman County, Kentucky",4902
56009,"Converse County, Wyoming",13833
6061,"Placer County, California",348432
48019,"Bandera County, Texas",20485
42097,"Northumberland County, Pennsylvania",94528
33013,"Merrimack County, New Hampshire",146445
8017,"Cheyenne County, Colorado",1836
48299,"Llano County, Texas",19301
53057,"Skagit County, Washington",116901
47151,"Scott County, Tennessee",22228
19151,"Pocahontas County, Iowa",7310
48133,"Eastland County, Texas",18583
55063,"La Crosse County, Wisconsin",114638
47055,"Giles County, Tennessee",29485
5065,"Izard County, Arkansas",13696
37049,"Craven County, North Carolina",103505
50009,"Essex County, Vermont",6306
17033,"Crawford County, Illinois",19817
8111,"San Juan County, Colorado",699
12027,"DeSoto County, Florida",34862
29093,"Iron County, Missouri",10630
17123,"Marshall County, Illinois",12640
48357,"Ochiltree County, Texas",10223
50023,"Washington County, Vermont",59534
13315,"Wilcox County, Georgia",9255
13161,"Jeff Davis County, Georgia",15068
40133,"Seminole County, Oklahoma",25482
51017,"Bath County, Virginia",4731
72081,"Lares Municipio, Puerto Rico",30753
1117,"Shelby County, Alabama",195085
5115,"Pope County, Arkansas",61754
29221,"Washington County, Missouri",25195
37015,"Bertie County, North Carolina",21282
24001,"Allegany County, Maryland",75087
48377,"Presidio County, Texas",7818
23027,"Waldo County, Maine",38786
54077,"Preston County, West Virginia",33520
47141,"Putnam County, Tennessee",72321
47049,"Fentress County, Tennessee",17959
46095,"Mellette County, South Dakota",2048
31175,"Valley County, Nebraska",4260
45089,"Williamsburg County, South Carolina",34423
25027,"Worcester County, Massachusetts",798552
8043,"Fremont County, Colorado",46824
30017,"Custer County, Montana",11699
17061,"Greene County, Illinois",13886
46009,"Bon Homme County, South Dakota",7070
34009,"Cape May County, New Jersey",97265
31061,"Franklin County, Nebraska",3225
48223,"Hopkins County, Texas",35161
51061,"Fauquier County, Virginia",65203
2282,"Yakutat City and Borough, Alaska",662
55061,"Kewaunee County, Wisconsin",20574
16043,"Fremont County, Idaho",13242
28161,"Yalobusha County, Mississippi",12678
18139,"Rush County, Indiana",17392
48233,"Hutchinson County, Texas",22150
17149,"Pike County, Illinois",16430
31117,"McPherson County, Nebraska",539
40127,"Pushmataha County, Oklahoma",11572
17099,"LaSalle County, Illinois",113924
72053,"Fajardo Municipio, Puerto Rico",36993
40063,"Hughes County, Oklahoma",14003
21109,"Jackson County, Kentucky",13494
31135,"Perkins County, Nebraska",2970
17023,"Clark County, Illinois",16335
47095,"Lake County, Tennessee",7832
29167,"Polk County, Missouri",31137
37059,"Davie County, North Carolina",41240
51107,"Loudoun County, Virginia",312311
37073,"Gates County, North Carolina",12197
6009,"Calaveras County, California",45578
4007,"Gila County, Arizona",53597
40125,"Pottawatomie County, Oklahoma",69442
29186,"Ste. Genevieve County, Missouri",18145
35061,"Valencia County, New Mexico",76569
48267,"Kimble County, Texas",4607
18079,"Jennings County, Indiana",28525
21047,"Christian County, Kentucky",73955
37117,"Martin County, North Carolina",24505
29005,"Atchison County, Missouri",5685
30103,"Treasure County, Montana",718
29021,"Buchanan County, Missouri",89201
18179,"Wells County, Indiana",27636
4021,"Pinal County, Arizona",375770
26157,"Tuscola County, Michigan",55729
22021,"Caldwell Parish, Louisiana",10132
20053,"Ellsworth County, Kansas",6497
47157,"Shelby County, Tennessee",927644
27045,"Fillmore County, Minnesota",20866
8013,"Boulder County, Colorado",294567
55083,"Oconto County, Wisconsin",37660
24021,"Frederick County, Maryland",233385
18165,"Vermillion County, Indiana",16212
48333,"Mills County, Texas",4936
13063,"Clayton County, Georgia",259424
17093,"Kendall County, Illinois",114736
18027,"Daviess County, Indiana",31648
37125,"Moore County, North Carolina",88247
21101,"Henderson County, Kentucky",46250
54049,"Marion County, West Virginia",56418
38057,"Mercer County, North Dakota",8424
49031,"Piute County, Utah",1556
17075,"Iroquois County, Illinois",29718
26047,"Emmet County, Michigan",32694
46121,"Todd County, South Dakota",9612
20141,"Osborne County, Kansas",3858
26129,"Ogemaw County, Michigan",21699
5129,"Searcy County, Arkansas",8195
39143,"Sandusky County, Ohio",60944
53023,"Garfield County, Washington",2266
46031,"Corson County, South Dakota",4050
48097,"Cooke County, Texas",38437
48273,"Kleberg County, Texas",32061
13153,"Houston County, Georgia",139900
46129,"Walworth County, South Dakota",5438
39009,"Athens County, Ohio",64757
20025,"Clark County, Kansas",2215
24013,"Carroll County, Maryland",167134
49013,"Duchesne County, Utah",18607
36019,"Clinton County, New York",82128
48413,"Schleicher County, Texas",3461
48507,"Zavala County, Texas",11677
29229,"Wright County, Missouri",18815
17141,"Ogle County, Illinois",53497
13169,"Jones County, Georgia",28669
13215,"Muscogee County, Georgia",189885
13233,"Polk County, Georgia",41475
72139,"Trujillo Alto Municipio, Puerto Rico",74842
8067,"La Plata County, Colorado",51334
40101,"Muskogee County, Oklahoma",70990
16047,"Gooding County, Idaho",15464
17163,"St. Clair County, Illinois",270056
19039,"Clarke County, Iowa",9286
20083,"Hodgeman County, Kansas",1916
22045,"Iberia Parish, Louisiana",73240
36095,"Schoharie County, New York",32749
46113,"Shannon County, South Dakota",13586
48363,"Palo Pinto County, Texas",28111
30089,"Sanders County, Montana",11413
72151,"Yabucoa Municipio, Puerto Rico",37941
38061,"Mountrail County, North Dakota",7673
47173,"Union County, Tennessee",19109
6007,"Butte County, California",220000
20131,"Nemaha County, Kansas",10178
39063,"Hancock County, Ohio",74782
39139,"Richland County, Ohio",124475
5135,"Sharp County, Arkansas",17264
36033,"Franklin County, New York",51599
30015,"Chouteau County, Montana",5813
18173,"Warrick County, Indiana",59689
21023,"Bracken County, Kentucky",8488
17115,"Macon County, Illinois",110768
30023,"Deer Lodge County, Montana",9298
23015,"Lincoln County, Maine",34457
37001,"Alamance County, North Carolina",151131
48227,"Howard County, Texas",35012
72079,"Lajas Municipio, Puerto Rico",25753
13157,"Jackson County, Georgia",60485
13125,"Glascock County, Georgia",3082
37025,"Cabarrus County, North Carolina",178011
46063,"Harding County, South Dakota",1255
12067,"Lafayette County, Florida",8870
48041,"Brazos County, Texas",194851
48401,"Rusk County, Texas",53330
19009,"Audubon County, Iowa",6119
22075,"Plaquemines Parish, Louisiana",23042
29067,"Douglas County, Missouri",13684
51730,"Petersburg city, Virginia",32420
5001,"Arkansas County, Arkansas",19019
13243,"Randolph County, Georgia",7719
48145,"Falls County, Texas",17866
5075,"Lawrence County, Arkansas",17415
39093,"Lorain County, Ohio",301356
48021,"Bastrop County, Texas",74171
48397,"Rockwall County, Texas",78337
32021,"Mineral County, Nevada",4772
48393,"Roberts County, Texas",929
15007,"Kauai County, Hawaii",67091
72037,"Ceiba Municipio, Puerto Rico",13631
31107,"Knox County, Nebraska",8701
53019,"Ferry County, Washington",7551
13023,"Bleckley County, Georgia",13063
36063,"Niagara County, New York",216469
27093,"Meeker County, Minnesota",23300
16085,"Valley County, Idaho",9862
27033,"Cottonwood County, Minnesota",11687
1099,"Monroe County, Alabama",23068
51005,"Alleghany County, Virginia",16250
26089,"Leelanau County, Michigan",21708
38023,"Divide County, North Dakota",2071
48319,"Mason County, Texas",4012
47133,"Overton County, Tennessee",22083
33001,"Belknap County, New Hampshire",60088
12041,"Gilchrist County, Florida",16939
26023,"Branch County, Michigan",45248
48463,"Uvalde County, Texas",26405
29133,"Mississippi County, Missouri",14358
39039,"Defiance County, Ohio",39037
2220,"Sitka City and Borough, Alaska",8881
5051,"Garland County, Arkansas",96024
48243,"Jeff Davis County, Texas",2342
16029,"Caribou County, Idaho",6963
12029,"Dixie County, Florida",16422
36013,"Chautauqua County, New York",134905
21221,"Trigg County, Kentucky",14339
26029,"Charlevoix County, Michigan",25949
13149,"Heard County, Georgia",11834
30093,"Silver Bow County, Montana",34200
23029,"Washington County, Maine",32856
12045,"Gulf County, Florida",15863
20199,"Wallace County, Kansas",1485
31109,"Lancaster County, Nebraska",285407
42133,"York County, Pennsylvania",434972
1131,"Wilcox County, Alabama",11670
27063,"Jackson County, Minnesota",10266
13091,"Dodge County, Georgia",21796
8001,"Adams County, Colorado",441603
72129,"San Lorenzo Municipio, Puerto Rico",41058
48271,"Kinney County, Texas",3598
39165,"Warren County, Ohio",212693
24043,"Washington County, Maryland",147430
5033,"Crawford County, Arkansas",61948
39049,"Franklin County, Ohio",1163414
39011,"Auglaize County, Ohio",45949
21063,"Elliott County, Kentucky",7852
47117,"Marshall County, Tennessee",30617
33003,"Carroll County, New Hampshire",47818
18105,"Monroe County, Indiana",137974
48443,"Terrell County, Texas",984
6081,"San Mateo County, California",718451
12127,"Volusia County, Florida",494593
48121,"Denton County, Texas",662614
54039,"Kanawha County, West Virginia",193063
48173,"Glasscock County, Texas",1226
30037,"Golden Valley County, Montana",884
37091,"Hertford County, North Carolina",24669
20071,"Greeley County, Kansas",1247
40091,"McIntosh County, Oklahoma",20252
27043,"Faribault County, Minnesota",14553
24019,"Dorchester County, Maryland",32618
38059,"Morton County, North Dakota",27471
1017,"Chambers County, Alabama",34215
36079,"Putnam County, New York",99710
48325,"Medina County, Texas",46006
26031,"Cheboygan County, Michigan",26152
17041,"Douglas County, Illinois",19980
1013,"Butler County, Alabama",20947
1111,"Randolph County, Alabama",22913
36089,"St. Lawrence County, New York",111944
51099,"King George County, Virginia",23584
22105,"Tangipahoa Parish, Louisiana",121097
5045,"Faulkner County, Arkansas",113237
48165,"Gaines County, Texas",17526
21005,"Anderson County, Kentucky",21421
55051,"Iron County, Wisconsin",5916
1035,"Conecuh County, Alabama",13228
23003,"Aroostook County, Maine",71870
20087,"Jefferson County, Kansas",19126
27117,"Pipestone County, Minnesota",9596
21003,"Allen County, Kentucky",19956
22033,"East Baton Rouge Parish, Louisiana",440171
35019,"Guadalupe County, New Mexico",4687
36041,"Hamilton County, New York",4836
20103,"Leavenworth County, Kansas",76227
39047,"Fayette County, Ohio",29030
31179,"Wayne County, Nebraska",9595
19181,"Warren County, Iowa",46225
40001,"Adair County, Oklahoma",22683
22047,"Iberville Parish, Louisiana",33387
17195,"Whiteside County, Illinois",58498
21081,"Grant County, Kentucky",24662
51660,"Harrisonburg city, Virginia",48914
18115,"Ohio County, Indiana",6128
22003,"Allen Parish, Louisiana",25764
36113,"Warren County, New York",65707
42085,"Mercer County, Pennsylvania",116638
26059,"Hillsdale County, Michigan",46688
36039,"Greene County, New York",49221
42067,"Juniata County, Pennsylvania",24636
13071,"Colquitt County, Georgia",45498
30007,"Broadwater County, Montana",5612
8061,"Kiowa County, Colorado",1398
13223,"Paulding County, Georgia",142324
42077,"Lehigh County, Pennsylvania",349497
12077,"Liberty County, Florida",8365
12115,"Sarasota County, Florida",379448
54065,"Morgan County, West Virginia",17541
53017,"Douglas County, Washington",38431
13073,"Columbia County, Georgia",124053
38091,"Steele County, North Dakota",1975
30067,"Park County, Montana",15636
18167,"Vigo County, Indiana",107848
55019,"Clark County, Wisconsin",34690
30021,"Dawson County, Montana",8966
45071,"Newberry County, South Carolina",37508
19061,"Dubuque County, Iowa",93653
42069,"Lackawanna County, Pennsylvania",214437
53007,"Chelan County, Washington",72453
38105,"Williams County, North Dakota",22398
40145,"Wagoner County, Oklahoma",73085
6015,"Del Norte County, California",28610
51047,"Culpeper County, Virginia",46689
55093,"Pierce County, Wisconsin",41019
55133,"Waukesha County, Wisconsin",389891
31111,"Lincoln County, Nebraska",36288
5009,"Boone County, Arkansas",36903
38055,"McLean County, North Dakota",8962
41009,"Columbia County, Oregon",49351
29105,"Laclede County, Missouri",35571
47057,"Grainger County, Tennessee",22657
46051,"Grant County, South Dakota",7356
27127,"Redwood County, Minnesota",16059
20185,"Stafford County, Kansas",4437
22029,"Concordia Parish, Louisiana",20822
48157,"Fort Bend County, Texas",585375
21123,"Larue County, Kentucky",14193
27037,"Dakota County, Minnesota",398552
48477,"Washington County, Texas",33718
17065,"Hamilton County, Illinois",8457
37131,"Northampton County, North Carolina",22099
33015,"Rockingham County, New Hampshire",295223
54067,"Nicholas County, West Virginia",26233
4001,"Apache County, Arizona",71518
13205,"Mitchell County, Georgia",23498
31065,"Furnas County, Nebraska",4959
13217,"Newton County, Georgia",99958
35013,"Do?a Ana County, New Mexico",209233
36031,"Essex County, New York",39370
55113,"Sawyer County, Wisconsin",16557
21057,"Cumberland County, Kentucky",6856
26149,"St. Joseph County, Michigan",61295
6039,"Madera County, California",150865
48205,"Hartley County, Texas",6062
28005,"Amite County, Mississippi",13131
26097,"Mackinac County, Michigan",11113
72093,"Maricao Municipio, Puerto Rico",6276
35007,"Colfax County, New Mexico",13750
28009,"Benton County, Mississippi",8729
47097,"Lauderdale County, Tennessee",27815
27021,"Cass County, Minnesota",28567
47019,"Carter County, Tennessee",57424
47171,"Unicoi County, Tennessee",18313
20127,"Morris County, Kansas",5923
45087,"Union County, South Carolina",28961
6067,"Sacramento County, California",1418788
53075,"Whitman County, Washington",44776
30031,"Gallatin County, Montana",89513
19131,"Mitchell County, Iowa",10776
18157,"Tippecanoe County, Indiana",172780
12039,"Gadsden County, Florida",46389
18071,"Jackson County, Indiana",42376
51173,"Smyth County, Virginia",32208
8109,"Saguache County, Colorado",6108
45013,"Beaufort County, South Carolina",162233
31001,"Adams County, Nebraska",31364
47189,"Wilson County, Tennessee",113993
53029,"Island County, Washington",78506
48089,"Colorado County, Texas",20874
17013,"Calhoun County, Illinois",5089
6073,"San Diego County, California",3095313
54025,"Greenbrier County, West Virginia",35480
6055,"Napa County, California",136484
51113,"Madison County, Virginia",13308
28085,"Lincoln County, Mississippi",34869
26151,"Sanilac County, Michigan",43114
8033,"Dolores County, Colorado",2064
38083,"Sheridan County, North Dakota",1321
47101,"Lewis County, Tennessee",12161
42003,"Allegheny County, Pennsylvania",1223348
30107,"Wheatland County, Montana",2168
19103,"Johnson County, Iowa",130882
1109,"Pike County, Alabama",32899
13151,"Henry County, Georgia",203922
46005,"Beadle County, South Dakota",17398
20035,"Cowley County, Kansas",36311
13163,"Jefferson County, Georgia",16930
17131,"Mercer County, Illinois",16434
17091,"Kankakee County, Illinois",113449
31003,"Antelope County, Nebraska",6685
55115,"Shawano County, Wisconsin",41949
18117,"Orange County, Indiana",19840
18155,"Switzerland County, Indiana",10613
38097,"Traill County, North Dakota",8121
12129,"Wakulla County, Florida",30776
26027,"Cass County, Michigan",52293
26147,"St. Clair County, Michigan",163040
55119,"Taylor County, Wisconsin",20689
40071,"Kay County, Oklahoma",46562
